Brand,Model_Name,Year_of_Launch,Purchase_Price_INR,Predicted_Current_Value_INR
Vivo,Vivo V20,2021,109613,19522
Vivo,Vivo Y20,2019,121994,12743
Nokia,Nokia 6.2,2019,124349,9996
Samsung,Galaxy A52,2021,12927,5343
Samsung,Galaxy A52,2018,85897,6141
Vivo,Vivo X60,2021,120231,26395
Xiaomi,Redmi Note 11,2024,49521,30334
Oppo,Oppo Reno 6,2021,12102,3932
Motorola,Moto G71,2019,59435,5642
Realme,Realme GT,2024,89833,62638
OnePlus,OnePlus 9,2024,28325,16463
Realme,Realme 9,2022,88172,29111
Vivo,Vivo Y20,2020,95678,12645
Samsung,Galaxy A52,2024,95939,65363
Nokia,Nokia G20,2019,88610,7354
Realme,Realme 9,2023,114082,52293
Apple,iPhone 11,2023,75881,31901
Apple,iPhone 11,2024,81325,52327
Samsung,Galaxy S21,2024,104351,70296
Samsung,Galaxy S20,2020,46327,5984
Realme,Realme GT,2024,71647,47063
OnePlus,OnePlus 10R,2023,65978,30223
Vivo,Vivo Y20,2019,96827,9166
Apple,iPhone 14,2024,65756,45706
Xiaomi,Redmi Note 10,2022,73057,23186
Samsung,Galaxy S22,2018,57664,2767
Motorola,Moto E40,2020,108105,15015
Xiaomi,Mi 11X,2023,69900,31741
OnePlus,OnePlus Nord,2023,50249,23417
Apple,iPhone 11,2020,30219,2714
Vivo,Vivo Y20,2022,109170,31299
Xiaomi,Mi 11X,2019,83551,4909
Samsung,Galaxy S22,2021,97002,21481
OnePlus,OnePlus Nord,2022,76094,21579
Oppo,Oppo A53,2021,44542,6710
Realme,Realme Narzo 50,2022,111175,30857
Vivo,Vivo V21,2022,15957,7165
Motorola,Moto G60,2021,42721,10490
Oppo,Oppo Reno 6,2020,102862,13038
Nokia,Nokia 5.4,2020,61484,9012
Motorola,Moto Edge 20,2020,103060,11925
Oppo,Oppo F19,2018,34995,2170
Nokia,Nokia 6.2,2019,42012,5346
Nokia,Nokia 6.2,2019,123232,12433
Vivo,Vivo V21,2019,73887,6011
OnePlus,OnePlus Nord,2022,126259,38331
Realme,Realme 9,2023,46738,21731
Apple,iPhone 14,2024,46457,28753
Realme,Realme 9,2023,27756,10044
OnePlus,OnePlus 9,2018,59143,4749
Samsung,Galaxy S22,2023,129000,55198
Apple,iPhone 12,2018,57924,6049
OnePlus,OnePlus 9,2024,42263,26451
OnePlus,OnePlus 9,2024,89531,59884
Oppo,Oppo Reno 6,2022,103304,31211
Vivo,Vivo X60,2021,72468,13540
Nokia,Nokia 7.2,2022,42719,14302
OnePlus,OnePlus 9,2021,34298,7878
Nokia,Nokia 6.2,2019,99529,11241
Realme,Realme Narzo 50,2020,12771,2469
Oppo,Oppo F21,2019,18143,2749
Nokia,Nokia G20,2023,63044,31364
Oppo,Oppo F19,2019,69693,7299
Apple,iPhone 11,2024,76724,51868
Vivo,Vivo X60,2019,116598,10881
Samsung,Galaxy S22,2020,84251,11683
Realme,Realme GT,2018,81967,4657
Oppo,Oppo F19,2024,18523,14003
Motorola,Moto Edge 20,2020,114008,16094
Nokia,Nokia 5.4,2024,53541,34529
Xiaomi,Redmi Note 11,2018,112570,6155
OnePlus,OnePlus Nord,2020,114093,15824
Nokia,Nokia 5.4,2024,116921,76896
OnePlus,OnePlus 8,2019,121386,13651
Samsung,Galaxy A52,2024,26908,20759
Oppo,Oppo F21,2022,73126,22147
Realme,Realme 8,2020,27720,5764
Motorola,Moto G71,2019,26232,3491
Xiaomi,Mi 11X,2022,13331,3078
Nokia,Nokia 5.4,2019,67271,8203
Samsung,Galaxy S22,2020,87703,14518
Apple,iPhone 14,2023,23476,10199
Apple,iPhone 11,2023,33386,17709
Motorola,Moto Edge 20,2023,73787,35227
Nokia,Nokia 5.4,2018,44586,300
Xiaomi,Mi 10,2022,70449,19958
Nokia,Nokia G20,2019,111971,10134
Samsung,Galaxy S22,2023,114033,49328
OnePlus,OnePlus Nord,2019,50137,6044
Realme,Realme GT,2020,45582,6259
Vivo,Vivo V21,2021,49337,9727
Apple,iPhone 13,2019,70671,6726
Apple,iPhone 12,2024,69553,46105
Vivo,Vivo V20,2018,93125,5333
OnePlus,OnePlus 10R,2023,73531,33896
Xiaomi,Mi 11X,2021,28982,5271
Oppo,Oppo Reno 6,2023,70725,32994
Xiaomi,Redmi Note 10,2024,98327,63395
Vivo,Vivo X60,2018,117698,4607
OnePlus,OnePlus 8,2020,13565,3629
Realme,Realme GT,2024,81485,55459
Xiaomi,Redmi Note 11,2023,36428,17184
Apple,iPhone 14,2024,99359,64813
Oppo,Oppo Reno 6,2019,99911,8696
Xiaomi,Redmi Note 10,2022,13383,5914
Samsung,Galaxy A52,2019,72702,4871
Motorola,Moto G60,2019,66512,5985
Apple,iPhone 14,2019,87163,6160
Apple,iPhone 12,2022,49122,13329
Xiaomi,Mi 10,2018,44268,2834
Apple,iPhone 12,2024,118513,80334
Vivo,Vivo Y20,2022,16324,6411
Xiaomi,Mi 11X,2020,64536,9098
Vivo,Vivo X60,2021,29185,3575
OnePlus,OnePlus Nord,2018,85693,6250
Realme,Realme Narzo 50,2024,62794,41599
Xiaomi,Redmi Note 10,2019,79143,7079
Realme,Realme GT,2023,28415,12240
Xiaomi,Redmi Note 11,2018,67459,5791
Oppo,Oppo A53,2024,109057,75359
Nokia,Nokia 5.4,2022,33471,9931
Apple,iPhone 12,2018,85991,2934
Nokia,Nokia G20,2022,67190,20712
Xiaomi,Mi 10,2024,81544,51729
Nokia,Nokia 6.2,2018,45221,4160
Oppo,Oppo F19,2018,31084,3642
Xiaomi,Mi 10,2021,54089,11537
Xiaomi,Redmi Note 10,2022,76942,22121
Oppo,Oppo F21,2019,129308,8804
Oppo,Oppo F19,2022,59170,19907
Oppo,Oppo F21,2021,105418,20769
Xiaomi,Redmi Note 11,2020,86691,13211
OnePlus,OnePlus 10R,2024,39312,26759
Realme,Realme GT,2018,62350,2373
Vivo,Vivo V20,2024,29515,21774
OnePlus,OnePlus Nord,2021,17823,2415
Oppo,Oppo F21,2020,40323,4574
Vivo,Vivo V20,2021,125694,27771
Apple,iPhone 14,2024,113355,74173
Nokia,Nokia 7.2,2020,92816,9890
Vivo,Vivo V21,2018,44588,1765
Motorola,Moto G71,2018,103472,8760
Realme,Realme 9,2022,17775,5557
Xiaomi,Mi 11X,2024,96850,66772
Samsung,Galaxy S21,2021,124692,28156
Apple,iPhone 11,2022,103841,31032
Oppo,Oppo F21,2020,16162,2674
Xiaomi,Redmi Note 10,2021,123959,27798
Xiaomi,Mi 10,2018,17921,-1817
Samsung,Galaxy S22,2024,65616,42585
Vivo,Vivo V20,2023,120398,51941
OnePlus,OnePlus 9,2024,47452,29343
Oppo,Oppo F21,2019,31338,5045
Samsung,Galaxy A52,2019,8657,-550
Xiaomi,Redmi Note 10,2023,11510,6380
Realme,Realme 8,2020,123243,18319
Nokia,Nokia G20,2020,43540,3139
Apple,iPhone 13,2019,9240,-1142
OnePlus,OnePlus 10R,2023,27693,12761
Realme,Realme 9,2019,84481,8270
Apple,iPhone 13,2022,30499,7901
Vivo,Vivo Y20,2023,26570,13678
Apple,iPhone 13,2024,23605,14000
Apple,iPhone 12,2023,87795,37485
Realme,Realme 9,2022,123932,35167
OnePlus,OnePlus 10R,2021,95632,19120
Vivo,Vivo V20,2018,46720,5839
Apple,iPhone 11,2022,24247,5561
Oppo,Oppo F19,2018,38309,3298
OnePlus,OnePlus 9,2018,96160,6551
Oppo,Oppo F19,2018,32683,1379
Samsung,Galaxy S21,2021,115578,22748
Realme,Realme GT,2020,86705,10820
Samsung,Galaxy S20,2022,33305,13018
Realme,Realme 9,2022,95822,27983
Vivo,Vivo V20,2021,70720,12986
Oppo,Oppo A53,2021,72943,14741
Nokia,Nokia 7.2,2019,72534,3950
Nokia,Nokia G20,2021,75328,15529
Motorola,Moto Edge 20,2023,57245,27371
Motorola,Moto E40,2018,28074,1653
Oppo,Oppo F21,2021,96511,18430
OnePlus,OnePlus 10R,2018,30722,2668
OnePlus,OnePlus 8,2019,102686,10332
Nokia,Nokia G20,2022,9872,1540
Xiaomi,Redmi Note 11,2021,120967,26680
Realme,Realme Narzo 50,2021,113581,20743
Realme,Realme 8,2018,127832,5580
Apple,iPhone 14,2021,34367,8570
Oppo,Oppo F19,2018,87042,7245
Realme,Realme 9,2024,108235,73394
Motorola,Moto E40,2023,26507,9344
Vivo,Vivo X60,2023,100534,44421
OnePlus,OnePlus 10R,2018,102428,5775
OnePlus,OnePlus 10R,2022,66256,20069
Samsung,Galaxy A52,2022,45330,11255
OnePlus,OnePlus 9,2020,26193,6495
Xiaomi,Mi 11X,2023,50183,25434
Samsung,Galaxy A52,2021,7569,444
Nokia,Nokia 7.2,2024,64432,43370
OnePlus,OnePlus 8,2018,35470,3301
OnePlus,OnePlus 10R,2021,88044,16366
Oppo,Oppo Reno 6,2022,46758,16966
Oppo,Oppo Reno 6,2018,59855,1743
Realme,Realme 8,2019,80313,8767
Apple,iPhone 11,2023,97696,41259
Apple,iPhone 14,2022,123931,37126
Apple,iPhone 12,2023,27346,9531
Apple,iPhone 13,2023,82353,35031
Oppo,Oppo Reno 6,2018,28830,1640
Nokia,Nokia 5.4,2023,48067,19479
Samsung,Galaxy A52,2022,100559,31224
Oppo,Oppo F21,2021,74359,16934
Oppo,Oppo F19,2021,20273,1124
Apple,iPhone 14,2018,94541,7899
OnePlus,OnePlus 10R,2023,33878,13475
Apple,iPhone 11,2018,103449,8833
Motorola,Moto G71,2023,119223,51403
Samsung,Galaxy A52,2023,87117,38971
Samsung,Galaxy S22,2018,10211,-250
Vivo,Vivo V21,2019,80130,7190
Xiaomi,Mi 10,2019,97505,6568
Realme,Realme Narzo 50,2019,8798,-966
OnePlus,OnePlus 9,2020,38845,5274
Nokia,Nokia G20,2023,107565,48129
Xiaomi,Redmi Note 11,2021,17415,2883
Oppo,Oppo F21,2019,115183,11029
Xiaomi,Redmi Note 11,2018,37448,1284
Xiaomi,Mi 10,2023,97355,46650
Nokia,Nokia 6.2,2020,44854,5465
Nokia,Nokia 7.2,2023,73081,30331
OnePlus,OnePlus 9,2022,63772,20323
Motorola,Moto G71,2024,72672,51329
Samsung,Galaxy A52,2019,49709,4963
Apple,iPhone 11,2020,78205,8495
OnePlus,OnePlus 8,2020,40524,8362
Vivo,Vivo X60,2022,47747,15332
Vivo,Vivo V21,2020,29987,2291
Motorola,Moto Edge 20,2024,61380,43551
Motorola,Moto G60,2020,112359,17430
Samsung,Galaxy S20,2020,55307,5809
Nokia,Nokia 6.2,2023,62533,27547
Samsung,Galaxy S22,2023,14236,3932
Motorola,Moto G71,2019,124363,12242
Oppo,Oppo Reno 6,2019,67247,5577
Realme,Realme Narzo 50,2024,53058,33698
Xiaomi,Mi 10,2019,65721,4787
Motorola,Moto E40,2023,12582,5070
Realme,Realme Narzo 50,2019,127722,13096
OnePlus,OnePlus Nord,2019,125768,13662
Motorola,Moto G71,2020,99233,12013
OnePlus,OnePlus 8,2021,15767,4271
Motorola,Moto G60,2020,83509,11003
Realme,Realme 8,2018,28828,2025
Xiaomi,Mi 10,2019,90041,8789
OnePlus,OnePlus 10R,2022,88768,28945
Motorola,Moto G60,2019,29494,3789
OnePlus,OnePlus Nord,2020,60058,8381
OnePlus,OnePlus 9,2024,86207,58791
Vivo,Vivo V21,2019,75400,9693
Samsung,Galaxy S21,2019,64598,7006
OnePlus,OnePlus 9,2024,79785,53207
Oppo,Oppo F19,2021,47891,10836
Samsung,Galaxy S20,2022,108236,35221
Realme,Realme 9,2020,124417,16194
Oppo,Oppo Reno 6,2020,91872,14615
OnePlus,OnePlus Nord,2019,68905,4732
Realme,Realme Narzo 50,2018,84266,5356
Apple,iPhone 14,2022,88962,24389
Realme,Realme 9,2020,38906,4704
OnePlus,OnePlus Nord,2020,85529,13744
Motorola,Moto G60,2018,89331,4901
Vivo,Vivo V21,2020,13759,3828
Motorola,Moto G71,2021,43797,11548
Oppo,Oppo A53,2018,127313,9890
Oppo,Oppo F19,2024,100930,69145
Samsung,Galaxy S21,2021,77326,15285
Oppo,Oppo A53,2022,63341,21111
Samsung,Galaxy S20,2021,70676,16855
Vivo,Vivo V21,2024,108227,75317
Motorola,Moto E40,2023,106233,46666
OnePlus,OnePlus 9,2022,88296,26665
Apple,iPhone 13,2023,125407,54441
Xiaomi,Mi 10,2020,101959,11820
Nokia,Nokia G20,2021,77099,13899
Nokia,Nokia 6.2,2024,57090,38763
Vivo,Vivo X60,2023,91237,38836
Apple,iPhone 11,2019,81740,10193
Xiaomi,Mi 10,2024,111201,71997
OnePlus,OnePlus Nord,2020,22090,2995
Apple,iPhone 13,2024,67269,44977
Oppo,Oppo Reno 6,2020,33995,6138
Samsung,Galaxy S21,2022,108897,33521
Motorola,Moto Edge 20,2019,10066,897
Realme,Realme 9,2023,41432,17419
Xiaomi,Mi 11X,2023,70593,29075
Apple,iPhone 13,2024,78048,55156
OnePlus,OnePlus 9,2019,76376,8629
Vivo,Vivo X60,2024,11486,6864
OnePlus,OnePlus Nord,2023,66926,30191
Nokia,Nokia G20,2019,95512,7507
Apple,iPhone 11,2018,112768,9142
Samsung,Galaxy A52,2022,92508,26207
Nokia,Nokia G20,2018,126733,8262
Xiaomi,Mi 11X,2022,59873,19692
Nokia,Nokia 7.2,2019,45808,2320
Realme,Realme 9,2023,21561,9155
Apple,iPhone 11,2021,60429,14460
Oppo,Oppo F21,2021,55536,9618
Nokia,Nokia 6.2,2023,56767,23814
Oppo,Oppo Reno 6,2022,84595,27665
Nokia,Nokia G20,2020,51775,9300
Apple,iPhone 12,2021,29535,7052
Realme,Realme 8,2023,122516,56357
Motorola,Moto E40,2023,82962,37215
Oppo,Oppo Reno 6,2021,115578,24278
Realme,Realme Narzo 50,2019,124597,12940
Xiaomi,Redmi Note 11,2020,32845,1487
OnePlus,OnePlus 9,2024,71253,45132
Oppo,Oppo A53,2018,77940,4310
Nokia,Nokia 7.2,2020,33666,3479
Xiaomi,Redmi Note 10,2020,69023,11386
Oppo,Oppo F19,2024,107800,70585
OnePlus,OnePlus 9,2024,100502,65336
Xiaomi,Mi 11X,2019,12153,1527
Motorola,Moto G60,2024,94311,63554
Samsung,Galaxy S21,2019,60093,7650
Realme,Realme 9,2023,39434,17674
Oppo,Oppo F21,2024,89471,60005
Apple,iPhone 14,2020,108625,13305
Vivo,Vivo X60,2018,73454,2243
Realme,Realme 8,2024,78009,52904
Apple,iPhone 14,2023,125682,56812
Samsung,Galaxy S20,2022,40151,11558
Motorola,Moto Edge 20,2023,29845,14167
Oppo,Oppo Reno 6,2024,95245,61448
Nokia,Nokia 7.2,2022,104793,31426
Realme,Realme Narzo 50,2021,72536,15936
OnePlus,OnePlus 10R,2021,73963,16573
Motorola,Moto E40,2022,97331,31646
Motorola,Moto G60,2021,78082,15049
Vivo,Vivo X60,2021,33854,3859
OnePlus,OnePlus 10R,2019,38913,867
OnePlus,OnePlus 8,2020,88554,13084
OnePlus,OnePlus Nord,2019,114397,13406
Oppo,Oppo F21,2019,116791,10729
OnePlus,OnePlus 9,2023,25505,10871
Realme,Realme 8,2021,63254,14439
Motorola,Moto Edge 20,2023,11038,2625
Oppo,Oppo F21,2021,59361,12085
Oppo,Oppo A53,2024,63729,44900
Xiaomi,Mi 10,2022,67864,22568
Apple,iPhone 13,2020,25969,994
Oppo,Oppo F19,2018,51188,4799
Xiaomi,Redmi Note 11,2024,39724,24084
Motorola,Moto E40,2021,67587,13426
Oppo,Oppo F21,2019,84989,9678
Realme,Realme Narzo 50,2018,81099,6616
Motorola,Moto G60,2023,83787,36485
Xiaomi,Redmi Note 10,2022,115963,34147
Oppo,Oppo A53,2020,58331,10386
Vivo,Vivo V21,2020,129218,15151
Oppo,Oppo F19,2023,48731,22229
Nokia,Nokia 7.2,2021,117686,20877
OnePlus,OnePlus 10R,2018,115579,4865
Vivo,Vivo V20,2018,37159,4509
Oppo,Oppo A53,2019,24369,3316
Samsung,Galaxy S22,2018,33791,1772
Nokia,Nokia 6.2,2024,57687,39780
Apple,iPhone 11,2024,77870,54855
Vivo,Vivo X60,2021,14766,127
Realme,Realme 8,2019,60705,3272
Xiaomi,Redmi Note 10,2024,106865,70792
Nokia,Nokia 5.4,2022,15607,4293
Realme,Realme Narzo 50,2020,10335,2200
Motorola,Moto Edge 20,2022,114584,33936
Vivo,Vivo Y20,2023,12069,3545
Xiaomi,Redmi Note 10,2019,37839,812
Motorola,Moto E40,2018,69299,1774
Oppo,Oppo Reno 6,2022,126017,35382
Motorola,Moto Edge 20,2019,16682,3324
Oppo,Oppo Reno 6,2021,9002,1421
Apple,iPhone 12,2023,24146,12189
Samsung,Galaxy S21,2022,106035,33074
Vivo,Vivo V20,2022,26556,10017
OnePlus,OnePlus Nord,2020,120523,15448
Oppo,Oppo Reno 6,2019,116136,9974
OnePlus,OnePlus 9,2018,104334,8403
Vivo,Vivo V21,2024,34126,23416
Motorola,Moto G60,2020,52646,6348
OnePlus,OnePlus Nord,2022,104831,34154
Samsung,Galaxy S21,2023,66331,29072
Nokia,Nokia 7.2,2021,81583,17260
Nokia,Nokia G20,2018,82214,2905
Nokia,Nokia 7.2,2019,22878,3124
Motorola,Moto E40,2020,97301,11890
Xiaomi,Mi 11X,2021,96966,19785
Xiaomi,Redmi Note 11,2021,42220,7198
Xiaomi,Mi 10,2024,65697,41208
Xiaomi,Redmi Note 10,2024,72117,50540
Realme,Realme 8,2018,26587,4365
Samsung,Galaxy S21,2020,40788,5382
Xiaomi,Mi 10,2019,27858,2351
Xiaomi,Mi 11X,2021,78162,14315
Vivo,Vivo V21,2024,79700,50500
Samsung,Galaxy S20,2020,116012,13203
Apple,iPhone 14,2018,15781,745
Motorola,Moto Edge 20,2020,116187,13837
Apple,iPhone 13,2019,37810,1543
Realme,Realme Narzo 50,2020,112898,16328
Motorola,Moto G71,2020,114267,14777
Oppo,Oppo A53,2024,80937,55640
Oppo,Oppo F19,2021,34770,4944
Samsung,Galaxy S21,2022,12681,5813
Oppo,Oppo A53,2021,23401,5341
Vivo,Vivo X60,2022,115687,34247
Vivo,Vivo V21,2022,102183,28244
Samsung,Galaxy S20,2021,50816,7685
OnePlus,OnePlus Nord,2020,87309,11032
Motorola,Moto Edge 20,2018,13241,3656
OnePlus,OnePlus Nord,2023,106902,51062
OnePlus,OnePlus 10R,2019,7203,2687
OnePlus,OnePlus 9,2021,37626,7643
Samsung,Galaxy A52,2018,72773,6645
Realme,Realme 9,2024,39449,27558
Xiaomi,Redmi Note 11,2018,120818,7349
Xiaomi,Redmi Note 10,2018,38837,4970
Nokia,Nokia 7.2,2019,75155,7371
Realme,Realme 8,2023,102697,43349
Realme,Realme 9,2018,46308,1297
OnePlus,OnePlus 9,2021,66098,12262
Realme,Realme GT,2018,18416,3430
Motorola,Moto E40,2020,54053,6964
Motorola,Moto Edge 20,2018,127011,6237
Samsung,Galaxy A52,2023,109939,48949
Xiaomi,Redmi Note 11,2020,60307,10701
Realme,Realme 9,2023,74131,33654
Motorola,Moto G60,2018,101192,7166
Xiaomi,Mi 11X,2019,87121,7932
OnePlus,OnePlus 9,2024,114202,79059
Vivo,Vivo V20,2023,101106,42593
OnePlus,OnePlus 8,2021,101132,21097
Nokia,Nokia 7.2,2021,99596,20824
OnePlus,OnePlus 10R,2024,124275,82122
Motorola,Moto E40,2024,123985,82668
Realme,Realme 8,2021,61583,14913
OnePlus,OnePlus 10R,2023,102931,47204
Samsung,Galaxy A52,2024,58589,41957
Samsung,Galaxy S22,2020,72152,8536
OnePlus,OnePlus 10R,2021,109534,23358
Samsung,Galaxy S22,2023,15497,9580
Realme,Realme Narzo 50,2019,119391,10502
Motorola,Moto Edge 20,2022,124362,35897
OnePlus,OnePlus Nord,2021,128062,23071
Motorola,Moto G60,2024,117339,76196
Oppo,Oppo A53,2018,37566,2551
Vivo,Vivo Y20,2022,79787,21403
Realme,Realme GT,2023,112347,49036
Oppo,Oppo F21,2021,14749,1242
Realme,Realme GT,2024,84443,55481
Nokia,Nokia 5.4,2023,22733,10519
Vivo,Vivo X60,2023,88483,42538
Realme,Realme Narzo 50,2022,77962,23805
Vivo,Vivo V21,2023,61632,28533
OnePlus,OnePlus 8,2021,38533,6362
Realme,Realme GT,2024,74105,50707
Xiaomi,Mi 11X,2023,82401,39320
Realme,Realme 8,2019,59485,6071
Samsung,Galaxy S20,2019,56409,4440
Xiaomi,Mi 10,2020,91473,10233
Samsung,Galaxy S20,2020,77030,10675
Oppo,Oppo F19,2019,127132,12906
Motorola,Moto G71,2022,26780,6784
Vivo,Vivo X60,2022,15992,3843
OnePlus,OnePlus Nord,2023,15331,4975
Nokia,Nokia 6.2,2018,95661,4603
Motorola,Moto Edge 20,2020,65503,5933
Xiaomi,Redmi Note 10,2018,75451,2199
Nokia,Nokia 5.4,2023,80723,37390
Vivo,Vivo Y20,2020,72696,11436
Apple,iPhone 14,2019,85319,9564
Samsung,Galaxy S22,2020,54742,10365
Samsung,Galaxy S20,2023,41033,20320
Nokia,Nokia 5.4,2019,110098,7828
OnePlus,OnePlus 9,2018,60512,5248
Samsung,Galaxy S21,2018,81857,7290
Samsung,Galaxy S21,2024,30500,23006
Apple,iPhone 12,2021,80258,14273
Oppo,Oppo Reno 6,2019,70928,7642
Vivo,Vivo V20,2024,62628,40258
Vivo,Vivo V20,2020,63358,10531
Apple,iPhone 11,2022,83074,26579
Vivo,Vivo X60,2024,97762,63171
Vivo,Vivo X60,2024,41286,30287
Apple,iPhone 13,2022,122873,37524
Xiaomi,Mi 10,2022,66608,21980
Xiaomi,Mi 11X,2023,40165,16459
Apple,iPhone 12,2021,55483,8482
Oppo,Oppo Reno 6,2018,72775,6681
Oppo,Oppo F19,2024,82457,53439
Motorola,Moto G71,2022,62883,16289
Oppo,Oppo F21,2019,96753,11422
Oppo,Oppo F19,2019,52711,2012
Apple,iPhone 13,2021,60532,12569
Samsung,Galaxy S20,2020,103291,16590
Samsung,Galaxy S20,2020,56290,4729
Nokia,Nokia 5.4,2018,88350,8331
Motorola,Moto Edge 20,2024,71859,47279
Vivo,Vivo V20,2019,114093,8039
Oppo,Oppo F19,2020,45616,7793
Apple,iPhone 11,2020,46718,5859
OnePlus,OnePlus 8,2020,14653,478
Motorola,Moto G60,2020,29027,5209
OnePlus,OnePlus 10R,2022,119242,34712
Vivo,Vivo X60,2024,49675,34670
Vivo,Vivo V20,2023,42718,21270
Oppo,Oppo Reno 6,2021,53805,8510
Oppo,Oppo F21,2019,30681,4085
Samsung,Galaxy S20,2020,55338,8757
OnePlus,OnePlus 8,2020,49389,4700
OnePlus,OnePlus 9,2022,81378,21632
Vivo,Vivo V21,2022,104060,28574
Vivo,Vivo X60,2018,49222,1502
Nokia,Nokia 6.2,2019,91375,8540
Vivo,Vivo V20,2019,63823,4558
Apple,iPhone 13,2024,35192,24797
Oppo,Oppo Reno 6,2021,127485,28815
Apple,iPhone 14,2020,68304,12211
Xiaomi,Mi 10,2019,11445,3689
OnePlus,OnePlus 10R,2019,15969,2432
Motorola,Moto G60,2019,123604,11139
Oppo,Oppo F19,2024,83239,56875
Nokia,Nokia 5.4,2020,58069,5570
Realme,Realme GT,2021,89219,20191
OnePlus,OnePlus 10R,2024,20154,12952
Vivo,Vivo X60,2020,85932,11694
Realme,Realme Narzo 50,2022,41304,13136
Apple,iPhone 14,2019,16160,1539
Samsung,Galaxy S21,2019,59986,7745
Nokia,Nokia 6.2,2018,14810,2132
OnePlus,OnePlus 10R,2021,34016,5379
Nokia,Nokia 7.2,2019,67768,8787
OnePlus,OnePlus Nord,2024,73469,47315
Nokia,Nokia 5.4,2021,103840,22794
Vivo,Vivo V21,2019,16829,-1452
Nokia,Nokia 5.4,2019,24719,124
Oppo,Oppo Reno 6,2021,76649,14848
Nokia,Nokia 7.2,2019,127128,11880
Nokia,Nokia G20,2024,101833,68013
Nokia,Nokia 6.2,2023,30316,11292
Xiaomi,Mi 10,2019,90336,9300
Samsung,Galaxy S20,2020,69402,9412
Oppo,Oppo A53,2018,106571,9450
Oppo,Oppo F19,2023,15727,9324
Samsung,Galaxy S21,2018,121198,5229
Apple,iPhone 12,2022,56141,15813
Nokia,Nokia 5.4,2021,9227,4089
Oppo,Oppo F21,2022,38241,8889
Apple,iPhone 11,2021,78246,14552
OnePlus,OnePlus Nord,2024,114650,74572
Oppo,Oppo F21,2023,58287,28954
Samsung,Galaxy A52,2018,62879,2897
Motorola,Moto G71,2019,38738,1229
Oppo,Oppo F21,2018,29737,-410
OnePlus,OnePlus 10R,2023,120764,55135
Xiaomi,Mi 11X,2023,32291,16746
Realme,Realme Narzo 50,2023,30217,10840
Samsung,Galaxy S21,2021,119610,21740
Nokia,Nokia 5.4,2021,21540,7027
Realme,Realme 9,2018,116615,7939
Motorola,Moto E40,2018,23000,2325
Nokia,Nokia 5.4,2023,102749,44173
OnePlus,OnePlus 9,2024,84085,58680
Xiaomi,Mi 10,2022,9470,2143
Samsung,Galaxy A52,2023,35700,15743
Motorola,Moto G71,2024,91277,63941
Nokia,Nokia 6.2,2024,100434,68784
Oppo,Oppo F21,2020,13075,3663
Nokia,Nokia 7.2,2018,127496,8124
Nokia,Nokia 7.2,2021,111654,22017
OnePlus,OnePlus 10R,2020,42105,2812
Nokia,Nokia 5.4,2018,32175,-101
Realme,Realme GT,2019,78581,7138
Nokia,Nokia 5.4,2022,71127,19568
OnePlus,OnePlus 9,2021,10387,2960
Nokia,Nokia 7.2,2019,99818,8209
Samsung,Galaxy S21,2022,61044,19937
Vivo,Vivo V20,2020,83598,12202
Realme,Realme Narzo 50,2019,97919,11474
Vivo,Vivo X60,2021,64784,13607
Realme,Realme GT,2019,22017,2918
Samsung,Galaxy S21,2020,7359,1796
OnePlus,OnePlus 10R,2024,121844,80194
Apple,iPhone 13,2019,79053,6075
Nokia,Nokia 7.2,2022,57937,18438
Nokia,Nokia G20,2019,77404,4668
Nokia,Nokia 7.2,2023,74854,33968
Samsung,Galaxy S22,2023,85344,36746
Apple,iPhone 12,2020,70927,9937
Apple,iPhone 12,2019,9431,-219
Samsung,Galaxy S22,2018,108081,7441
Vivo,Vivo V21,2021,39893,6392
Samsung,Galaxy S20,2023,78939,33726
Motorola,Moto G71,2019,129677,14257
Realme,Realme GT,2018,93893,6123
Vivo,Vivo X60,2024,73067,47750
Vivo,Vivo Y20,2023,12928,5812
Oppo,Oppo Reno 6,2022,102740,30205
OnePlus,OnePlus Nord,2022,90764,26270
Realme,Realme 8,2019,100140,6501
Apple,iPhone 13,2020,97569,13833
Xiaomi,Mi 11X,2021,85102,15557
Samsung,Galaxy S20,2024,108962,74482
OnePlus,OnePlus Nord,2019,52530,6383
Vivo,Vivo V21,2024,23120,14303
Motorola,Moto Edge 20,2020,13852,1988
Realme,Realme 9,2021,125412,26836
Vivo,Vivo X60,2018,70330,3839
Samsung,Galaxy S22,2018,119221,7086
Vivo,Vivo V20,2024,44027,26699
Motorola,Moto Edge 20,2024,101230,69933
Apple,iPhone 13,2018,34082,1527
Apple,iPhone 11,2021,90787,15750
Nokia,Nokia G20,2022,73421,24030
Apple,iPhone 14,2021,122901,23414
Oppo,Oppo F21,2020,127420,14803
Realme,Realme 9,2024,65597,42776
Realme,Realme GT,2019,126672,8822
Realme,Realme GT,2020,129612,20532
Vivo,Vivo V20,2022,70610,23013
Nokia,Nokia 6.2,2023,59457,27066
Apple,iPhone 14,2023,43856,20074
Nokia,Nokia 5.4,2021,96404,17859
Motorola,Moto G60,2020,55080,10193
Vivo,Vivo V21,2021,54741,10441
Samsung,Galaxy S21,2024,92832,62047
Vivo,Vivo Y20,2021,49635,10242
Nokia,Nokia 6.2,2022,68520,18575
Vivo,Vivo X60,2022,75896,21170
Xiaomi,Redmi Note 10,2020,85736,14218
