Brand,Model_Name,Year_of_Launch,Purchase_Price_INR,Predicted_Current_Value_INR
Samsung,Galaxy S22,2020,16661,4890
Nokia,Nokia 7.2,2019,119476,12924
Samsung,Galaxy S20,2023,61497,27533
Xiaomi,Redmi Note 11,2024,112177,73377
Xiaomi,Redmi Note 11,2020,59239,9858
Motorola,Moto G60,2018,39962,2557
Nokia,Nokia 7.2,2022,12533,2806
Realme,Realme GT,2023,109960,46928
Realme,Realme GT,2023,119338,53855
Apple,iPhone 11,2020,71309,8302
Motorola,Moto G60,2024,81107,56140
Apple,iPhone 11,2020,76834,12858
Nokia,Nokia 7.2,2023,103864,48333
Oppo,Oppo F19,2020,89759,9536
Xiaomi,Redmi Note 10,2021,25220,2684
Motorola,Moto E40,2019,15933,-626
OnePlus,OnePlus 9,2020,80131,11883
Nokia,Nokia 5.4,2023,105879,49824
Samsung,Galaxy S21,2020,21896,2458
Realme,Realme Narzo 50,2021,123481,22712
Nokia,Nokia 7.2,2022,104793,31426
Apple,iPhone 14,2021,75214,14331
Xiaomi,Redmi Note 11,2020,48896,5440
Realme,Realme GT,2021,58334,11242
Oppo,Oppo A53,2024,9679,6774
Vivo,Vivo V20,2023,34628,16445
Samsung,Galaxy A52,2023,27827,15023
Vivo,Vivo X60,2020,22409,3956
Nokia,Nokia 7.2,2022,46005,15197
Nokia,Nokia 7.2,2018,35662,1365
Realme,Realme Narzo 50,2022,52652,17887
Oppo,Oppo Reno 6,2022,70236,19280
Xiaomi,Mi 10,2021,110310,22944
Motorola,Moto G71,2021,90806,20723
Motorola,Moto Edge 20,2020,58373,9116
Xiaomi,Redmi Note 10,2023,57549,24869
Motorola,Moto G60,2022,10300,5105
Apple,iPhone 11,2023,84096,35603
Oppo,Oppo A53,2018,78542,6288
Oppo,Oppo F21,2018,88667,7674
OnePlus,OnePlus 9,2019,7605,3115
Oppo,Oppo F21,2022,45792,15107
Realme,Realme 8,2021,70275,15952
Oppo,Oppo F21,2018,53142,1491
Xiaomi,Redmi Note 10,2020,73108,10760
Motorola,Moto G71,2023,32261,14346
OnePlus,OnePlus 10R,2022,117234,36410
OnePlus,OnePlus Nord,2023,40862,17288
Oppo,Oppo A53,2023,20115,6168
Motorola,Moto G71,2020,85590,9332
Motorola,Moto G60,2021,42639,10007
Motorola,Moto G60,2024,8343,4803
Motorola,Moto E40,2023,25869,10173
Apple,iPhone 13,2021,103623,23726
Oppo,Oppo F21,2020,64534,10404
Vivo,Vivo V20,2024,127211,85487
Nokia,Nokia 5.4,2020,122742,14221
Samsung,Galaxy S20,2023,93649,43837
Oppo,Oppo F19,2019,83639,10315
Samsung,Galaxy S20,2023,34119,16928
Nokia,Nokia 6.2,2020,122632,18975
Oppo,Oppo F19,2022,126683,40280
OnePlus,OnePlus Nord,2024,37263,25257
Nokia,Nokia 5.4,2020,26433,844
Samsung,Galaxy S21,2021,69795,13755
Oppo,Oppo F21,2024,36406,22014
Nokia,Nokia 6.2,2018,58112,4533
Oppo,Oppo F19,2023,59591,27664
OnePlus,OnePlus 10R,2018,44896,5189
OnePlus,OnePlus 10R,2019,9772,-165
Realme,Realme 8,2020,76339,8117
Motorola,Moto E40,2022,87083,27083
Xiaomi,Redmi Note 11,2021,24580,4732
Vivo,Vivo V20,2019,48525,7036
OnePlus,OnePlus 9,2021,44655,11775
Motorola,Moto E40,2023,59878,29808
Oppo,Oppo F21,2018,100749,4035
Samsung,Galaxy S20,2024,35107,23114
Vivo,Vivo Y20,2018,76076,6705
Vivo,Vivo V21,2018,102868,7403
Realme,Realme Narzo 50,2022,64021,21395
Vivo,Vivo V21,2023,49941,22216
Apple,iPhone 13,2023,74169,34486
Nokia,Nokia G20,2018,106836,8767
Vivo,Vivo Y20,2018,95197,6408
Samsung,Galaxy S22,2023,128808,57437
Vivo,Vivo V20,2018,65380,1767
Apple,iPhone 14,2021,21879,3343
Samsung,Galaxy A52,2024,57232,35935
Oppo,Oppo A53,2021,84355,16822
Apple,iPhone 14,2021,91201,16540
OnePlus,OnePlus 9,2019,112315,10476
Nokia,Nokia 5.4,2018,93369,7001
Vivo,Vivo V21,2019,115453,10864
Apple,iPhone 13,2019,115971,11157
OnePlus,OnePlus 9,2019,123636,11066
Vivo,Vivo V21,2021,72992,14188
Vivo,Vivo X60,2022,8765,3192
Vivo,Vivo X60,2022,18929,3284
Oppo,Oppo F21,2020,71949,8278
Oppo,Oppo F21,2018,106435,4045
OnePlus,OnePlus 9,2018,30125,2515
Vivo,Vivo V21,2021,23403,6466
Nokia,Nokia G20,2018,51254,163
Motorola,Moto Edge 20,2022,51011,15178
Oppo,Oppo F21,2022,14382,3181
Nokia,Nokia 6.2,2018,38722,3885
Oppo,Oppo F19,2023,34328,16634
Realme,Realme GT,2020,33882,6001
Realme,Realme 8,2023,66621,27991
Vivo,Vivo V21,2021,42217,10726
Nokia,Nokia 5.4,2021,80274,19027
Apple,iPhone 14,2021,119807,21778
Apple,iPhone 13,2022,123164,35682
Apple,iPhone 11,2022,117710,38173
Vivo,Vivo Y20,2024,101842,66220
Oppo,Oppo A53,2018,122488,7355
OnePlus,OnePlus Nord,2020,77614,10030
OnePlus,OnePlus 9,2021,48094,9308
Samsung,Galaxy S21,2022,40904,11903
Apple,iPhone 11,2021,35035,9792
Realme,Realme 9,2018,27017,580
OnePlus,OnePlus Nord,2018,36857,4986
OnePlus,OnePlus 9,2019,41986,4044
Vivo,Vivo Y20,2024,112387,76894
Xiaomi,Redmi Note 11,2023,20957,8479
Samsung,Galaxy S21,2024,37270,25655
Vivo,Vivo Y20,2022,112440,33591
Motorola,Moto G60,2022,116003,35048
Motorola,Moto G71,2024,36691,25705
Apple,iPhone 11,2020,43937,7095
Xiaomi,Redmi Note 10,2020,123897,14469
Samsung,Galaxy S22,2022,126900,41138
Xiaomi,Redmi Note 10,2020,119177,14805
Motorola,Moto G60,2023,79749,35009
Vivo,Vivo V21,2018,116326,10021
Nokia,Nokia 6.2,2020,77257,8634
Oppo,Oppo Reno 6,2021,37536,6811
OnePlus,OnePlus 10R,2018,102491,3369
Apple,iPhone 13,2023,67741,30596
Xiaomi,Redmi Note 10,2018,46401,2407
Vivo,Vivo V20,2024,115927,80765
Samsung,Galaxy S20,2024,105748,72707
OnePlus,OnePlus 10R,2018,59161,779
Vivo,Vivo X60,2018,58668,3149
Oppo,Oppo Reno 6,2023,70042,30028
Vivo,Vivo Y20,2024,115581,77947
Xiaomi,Mi 10,2021,73933,12303
Motorola,Moto E40,2021,36311,10139
Apple,iPhone 13,2023,7847,2148
Vivo,Vivo V21,2018,102171,9036
Apple,iPhone 13,2018,22715,3667
Xiaomi,Mi 10,2019,65533,3474
Apple,iPhone 14,2021,71103,14146
OnePlus,OnePlus Nord,2019,102933,7496
Vivo,Vivo X60,2019,88783,6087
Apple,iPhone 12,2023,112792,52433
Apple,iPhone 14,2019,126302,13318
Motorola,Moto G71,2020,83475,10052
Oppo,Oppo Reno 6,2024,86320,57004
Realme,Realme Narzo 50,2023,46777,21864
Samsung,Galaxy S20,2021,41918,10633
Oppo,Oppo F19,2023,34224,16945
OnePlus,OnePlus Nord,2024,93930,61844
Xiaomi,Mi 11X,2018,128595,8466
Realme,Realme Narzo 50,2023,116649,49968
Xiaomi,Redmi Note 10,2024,122907,83437
Xiaomi,Redmi Note 11,2018,36026,4234
Samsung,Galaxy A52,2019,44298,2664
OnePlus,OnePlus Nord,2024,65443,45904
Realme,Realme 9,2021,10912,1289
Motorola,Moto G60,2019,69758,6029
Xiaomi,Redmi Note 11,2021,123393,26933
Samsung,Galaxy S22,2018,115386,7959
Realme,Realme Narzo 50,2021,50007,11146
OnePlus,OnePlus 9,2023,62240,31007
Vivo,Vivo V20,2018,57299,3681
Oppo,Oppo A53,2019,115719,9799
Apple,iPhone 11,2024,107241,71119
Oppo,Oppo A53,2019,48679,2877
OnePlus,OnePlus 9,2018,24688,1515
Apple,iPhone 13,2020,125865,16041
Nokia,Nokia 6.2,2022,44299,15123
Samsung,Galaxy S21,2024,64197,40752
Realme,Realme Narzo 50,2024,118979,81916
OnePlus,OnePlus 10R,2019,88456,9967
Vivo,Vivo X60,2022,94042,27346
Samsung,Galaxy S22,2020,21765,3779
Realme,Realme 8,2020,38846,2564
Realme,Realme GT,2020,90608,14342
OnePlus,OnePlus 9,2021,63910,12467
Vivo,Vivo X60,2021,50072,10136
Vivo,Vivo V21,2019,43834,6731
Motorola,Moto E40,2021,68280,11914
Vivo,Vivo V20,2023,37464,19360
Samsung,Galaxy S22,2022,24303,6935
Oppo,Oppo A53,2023,15809,8513
Realme,Realme 9,2024,62948,44569
Nokia,Nokia 7.2,2020,44906,4879
Oppo,Oppo Reno 6,2024,72300,47775
Oppo,Oppo F19,2024,106295,73722
Motorola,Moto Edge 20,2020,109511,15661
Samsung,Galaxy S22,2018,19584,-1283
Vivo,Vivo V21,2024,96379,65818
Oppo,Oppo F21,2018,23900,3423
Oppo,Oppo F21,2021,37846,7588
Realme,Realme GT,2018,64393,4781
Motorola,Moto E40,2023,89709,37395
Samsung,Galaxy S22,2020,72780,12198
Realme,Realme Narzo 50,2024,26406,16162
Realme,Realme 9,2024,63885,43611
Xiaomi,Redmi Note 11,2021,103734,23882
OnePlus,OnePlus Nord,2019,45432,5833
OnePlus,OnePlus 8,2019,39579,2886
Samsung,Galaxy S20,2022,56220,18991
Xiaomi,Redmi Note 11,2023,58250,27575
Apple,iPhone 13,2021,101123,22069
Oppo,Oppo A53,2024,98418,68117
Apple,iPhone 14,2024,10250,7605
Motorola,Moto E40,2018,87815,5966
Realme,Realme 9,2019,62810,3581
Realme,Realme 9,2023,66905,30501
Vivo,Vivo V21,2022,93917,31003
Xiaomi,Mi 10,2021,49790,10512
Realme,Realme Narzo 50,2022,95252,27115
Motorola,Moto E40,2021,127556,27392
Xiaomi,Mi 11X,2018,10755,1188
Vivo,Vivo V20,2024,23666,16158
Apple,iPhone 12,2023,74187,31015
Vivo,Vivo X60,2019,35041,2543
Realme,Realme GT,2022,63608,16653
Vivo,Vivo X60,2021,92249,20842
OnePlus,OnePlus 10R,2019,29488,1232
Samsung,Galaxy S21,2019,48800,3230
Motorola,Moto G60,2018,38166,1701
OnePlus,OnePlus 8,2021,49205,11575
Oppo,Oppo F19,2019,121799,11979
Motorola,Moto G60,2024,60270,39555
OnePlus,OnePlus 8,2021,113257,24477
Xiaomi,Mi 10,2021,14674,3200
OnePlus,OnePlus 9,2020,21374,852
Motorola,Moto G71,2021,16174,4943
Xiaomi,Redmi Note 10,2020,129732,16988
Xiaomi,Mi 10,2022,45120,11474
Realme,Realme Narzo 50,2024,53338,33444
OnePlus,OnePlus 9,2018,63799,3402
Nokia,Nokia 7.2,2024,19749,11960
Nokia,Nokia 5.4,2019,65511,4864
Motorola,Moto E40,2021,78875,18785
Nokia,Nokia 7.2,2019,82929,10530
Xiaomi,Mi 10,2024,36223,26209
Oppo,Oppo F19,2024,29397,16937
Motorola,Moto E40,2020,59689,9957
Xiaomi,Mi 10,2023,69241,33862
Realme,Realme 8,2021,123164,24708
Apple,iPhone 12,2022,38851,14149
Apple,iPhone 13,2024,84384,57713
Motorola,Moto G60,2018,82950,2415
Oppo,Oppo Reno 6,2023,92046,39938
Realme,Realme Narzo 50,2024,91032,58318
Apple,iPhone 14,2019,128924,14618
Samsung,Galaxy S21,2019,21196,2036
Nokia,Nokia 6.2,2019,87070,7677
Realme,Realme 9,2021,13275,409
Motorola,Moto G71,2024,42833,27979
Nokia,Nokia 7.2,2018,103203,9277
Motorola,Moto G71,2019,71831,4887
Realme,Realme GT,2023,20573,11465
OnePlus,OnePlus 9,2019,36159,3995
Realme,Realme Narzo 50,2024,38246,28586
Nokia,Nokia 5.4,2019,88239,5996
Oppo,Oppo Reno 6,2019,25690,943
Samsung,Galaxy S21,2024,113795,75885
Motorola,Moto G71,2021,121076,21824
Nokia,Nokia 7.2,2024,105948,70817
Realme,Realme 9,2021,76635,17785
Vivo,Vivo V20,2022,118411,35985
OnePlus,OnePlus 10R,2019,85558,6125
OnePlus,OnePlus 8,2023,18899,10604
Apple,iPhone 13,2018,44924,5121
OnePlus,OnePlus 10R,2022,68259,17948
OnePlus,OnePlus Nord,2024,93517,64321
Nokia,Nokia 6.2,2023,63873,28128
Oppo,Oppo Reno 6,2024,59467,42046
Apple,iPhone 11,2023,22965,10107
Motorola,Moto E40,2021,21998,4444
Realme,Realme 9,2022,64220,21143
Motorola,Moto G60,2023,128052,57828
Samsung,Galaxy S22,2021,57451,14188
Realme,Realme GT,2019,86031,7242
Motorola,Moto Edge 20,2022,129745,37058
Oppo,Oppo F19,2020,46154,7975
Xiaomi,Redmi Note 11,2024,57776,36671
Oppo,Oppo F19,2022,113189,33363
Realme,Realme 9,2022,29241,10291
OnePlus,OnePlus Nord,2019,12791,-299
Xiaomi,Redmi Note 10,2024,110148,73003
Samsung,Galaxy S20,2022,75450,24419
Xiaomi,Redmi Note 11,2023,57547,25075
Xiaomi,Mi 11X,2020,22810,1357
Oppo,Oppo F19,2018,10179,832
Nokia,Nokia 6.2,2022,98963,29469
Apple,iPhone 12,2020,18892,-335
Oppo,Oppo F19,2022,66217,22476
Xiaomi,Redmi Note 11,2024,79985,51388
OnePlus,OnePlus Nord,2018,76911,6095
Samsung,Galaxy A52,2019,62218,6746
OnePlus,OnePlus 10R,2019,89641,5623
Xiaomi,Mi 10,2019,27858,2351
Apple,iPhone 11,2021,96305,19634
Apple,iPhone 12,2023,104088,45857
Apple,iPhone 13,2024,72888,46213
Xiaomi,Mi 10,2024,68226,45674
Apple,iPhone 12,2019,11066,918
Samsung,Galaxy A52,2019,64511,7630
Nokia,Nokia G20,2018,102858,5639
Oppo,Oppo A53,2023,105010,47360
OnePlus,OnePlus Nord,2018,116048,6579
Nokia,Nokia 5.4,2019,64183,4091
Vivo,Vivo X60,2018,86729,3170
Realme,Realme 9,2024,59342,42126
Oppo,Oppo F19,2018,106332,5589
Motorola,Moto Edge 20,2021,40417,8358
OnePlus,OnePlus 9,2019,61046,4705
Vivo,Vivo Y20,2019,91782,6897
Motorola,Moto G60,2019,102249,12183
Vivo,Vivo V20,2024,85728,59314
Vivo,Vivo V20,2018,92328,8397
Vivo,Vivo V21,2021,123241,25871
Vivo,Vivo V20,2018,14955,-1448
Vivo,Vivo X60,2019,125985,10791
Realme,Realme 8,2024,121267,80541
Nokia,Nokia G20,2019,88942,10395
Motorola,Moto G71,2018,53390,5616
Samsung,Galaxy S20,2019,69214,5285
OnePlus,OnePlus 8,2020,7131,2518
Realme,Realme GT,2019,72813,9292
Motorola,Moto G71,2018,51466,2758
Oppo,Oppo F19,2018,17225,-384
Samsung,Galaxy S22,2023,112783,53367
Samsung,Galaxy S21,2019,128560,11081
Nokia,Nokia G20,2023,16617,8322
Samsung,Galaxy S22,2023,57859,25059
Motorola,Moto G71,2023,36026,17380
Apple,iPhone 14,2019,81039,4657
Motorola,Moto E40,2018,24289,-565
Xiaomi,Redmi Note 11,2018,89757,6686
Nokia,Nokia 6.2,2020,114256,17209
Nokia,Nokia 7.2,2023,110821,51734
Xiaomi,Mi 11X,2024,53438,34630
Vivo,Vivo V20,2019,105418,8921
Apple,iPhone 12,2021,123366,22658
Oppo,Oppo F19,2018,44763,3018
Samsung,Galaxy S22,2023,113962,54022
OnePlus,OnePlus Nord,2020,108210,12440
Apple,iPhone 11,2023,15113,9675
Vivo,Vivo V21,2024,80972,56247
Samsung,Galaxy S21,2022,122268,35789
Realme,Realme 8,2018,106655,7949
Motorola,Moto Edge 20,2024,62322,39919
Apple,iPhone 13,2020,91582,11881
OnePlus,OnePlus 10R,2020,27046,6210
Oppo,Oppo F19,2020,82780,12373
Nokia,Nokia G20,2021,47906,11459
OnePlus,OnePlus Nord,2018,124902,9529
Samsung,Galaxy S21,2021,19140,2724
Apple,iPhone 12,2021,50641,9476
Vivo,Vivo V20,2023,87210,41607
Vivo,Vivo X60,2023,37794,19822
Samsung,Galaxy S20,2022,35356,8454
Xiaomi,Mi 11X,2023,113680,49073
OnePlus,OnePlus 8,2023,95627,43384
Oppo,Oppo Reno 6,2019,99230,7208
Apple,iPhone 13,2023,42056,17720
OnePlus,OnePlus Nord,2023,37287,16006
Motorola,Moto E40,2020,49865,5665
Apple,iPhone 12,2022,15801,7275
Apple,iPhone 13,2023,49701,24777
Samsung,Galaxy S22,2022,62809,20930
Oppo,Oppo A53,2018,12328,-776
Realme,Realme 8,2024,43141,28060
Realme,Realme Narzo 50,2023,102956,48833
Nokia,Nokia 7.2,2021,92534,20367
Motorola,Moto Edge 20,2024,35555,21871
Vivo,Vivo V21,2023,120061,56252
Xiaomi,Redmi Note 11,2019,41114,3488
Apple,iPhone 13,2021,88711,20131
Vivo,Vivo V20,2023,108561,47841
Motorola,Moto E40,2018,68038,2789
Nokia,Nokia G20,2021,61099,9898
Apple,iPhone 14,2020,77411,9731
Motorola,Moto G60,2023,124174,54501
OnePlus,OnePlus Nord,2020,24257,2012
Vivo,Vivo Y20,2024,82146,52688
Xiaomi,Mi 10,2019,67391,6003
OnePlus,OnePlus 8,2019,119961,13660
Samsung,Galaxy S21,2020,45681,8306
Xiaomi,Redmi Note 10,2018,16012,-635
Vivo,Vivo V20,2020,94436,15507
OnePlus,OnePlus 9,2019,79387,5891
Realme,Realme 8,2022,73825,21579
Nokia,Nokia 6.2,2020,124759,19440
Motorola,Moto G71,2020,27890,1351
Nokia,Nokia 7.2,2024,36156,23537
Apple,iPhone 12,2019,39188,1532
Apple,iPhone 13,2018,34225,3272
Apple,iPhone 12,2021,78369,18057
Oppo,Oppo Reno 6,2018,44700,1669
Xiaomi,Redmi Note 10,2023,74594,31186
Nokia,Nokia 5.4,2022,7615,3393
Oppo,Oppo A53,2019,7698,78
OnePlus,OnePlus Nord,2018,63645,4237
Motorola,Moto E40,2019,90869,8409
Nokia,Nokia G20,2022,121043,38140
Apple,iPhone 13,2019,38671,3327
Apple,iPhone 11,2020,52522,9661
Nokia,Nokia 6.2,2022,7306,1570
Vivo,Vivo V21,2022,58237,19468
Samsung,Galaxy S21,2023,20647,11212
Realme,Realme 8,2019,54281,4346
OnePlus,OnePlus 9,2018,11573,-500
Apple,iPhone 11,2021,49118,7124
Samsung,Galaxy A52,2019,32593,5114
Nokia,Nokia G20,2022,7224,4390
Samsung,Galaxy S22,2023,50519,22920
Samsung,Galaxy S20,2021,110476,22451
Oppo,Oppo F19,2019,10066,1453
Xiaomi,Mi 11X,2020,93469,12328
Oppo,Oppo Reno 6,2024,112302,74138
Xiaomi,Redmi Note 11,2023,106564,50071
Realme,Realme GT,2018,23297,4398
Apple,iPhone 12,2020,7006,228
Samsung,Galaxy S22,2023,20462,6545
Xiaomi,Redmi Note 10,2020,8723,2085
Vivo,Vivo X60,2019,111319,12868
Samsung,Galaxy S22,2023,42212,18687
Oppo,Oppo F19,2024,121301,82664
Nokia,Nokia 5.4,2023,80723,37390
Apple,iPhone 14,2024,112551,77114
Realme,Realme Narzo 50,2022,26387,8213
Nokia,Nokia 6.2,2020,116040,16138
Oppo,Oppo Reno 6,2024,48192,35258
Vivo,Vivo V20,2024,125699,84945
OnePlus,OnePlus 10R,2022,81119,26231
Realme,Realme Narzo 50,2018,14014,1323
Samsung,Galaxy S21,2019,18523,2505
Apple,iPhone 14,2021,126688,24419
OnePlus,OnePlus 10R,2020,98033,12840
Nokia,Nokia 7.2,2024,33168,22656
OnePlus,OnePlus 8,2024,45947,29584
Oppo,Oppo F21,2019,98288,8417
Realme,Realme 8,2018,73430,2210
Xiaomi,Redmi Note 11,2019,122859,8973
Nokia,Nokia 5.4,2022,49192,15160
OnePlus,OnePlus 9,2020,97261,15651
Oppo,Oppo Reno 6,2018,37992,919
Motorola,Moto Edge 20,2022,70323,21147
Vivo,Vivo V20,2024,123283,81722
Apple,iPhone 11,2024,34530,22437
Samsung,Galaxy S22,2020,28726,2964
Motorola,Moto G71,2021,85409,14669
Samsung,Galaxy S20,2022,15496,4212
Motorola,Moto G60,2023,113972,50220
Nokia,Nokia 5.4,2022,80140,23599
Samsung,Galaxy S21,2020,24516,3743
OnePlus,OnePlus Nord,2020,82796,8946
Oppo,Oppo F19,2021,100629,17771
OnePlus,OnePlus 9,2019,27745,5220
Samsung,Galaxy S20,2018,79285,5163
Nokia,Nokia 5.4,2022,108314,35242
Apple,iPhone 13,2021,61916,10173
Xiaomi,Redmi Note 10,2019,33130,4644
Apple,iPhone 13,2024,122606,79602
Motorola,Moto Edge 20,2023,44494,17290
Oppo,Oppo F21,2023,48326,19475
Apple,iPhone 11,2020,117065,14846
Oppo,Oppo F21,2024,13018,5801
Apple,iPhone 11,2024,121770,82181
Motorola,Moto Edge 20,2019,18520,4111
Vivo,Vivo Y20,2018,102006,7672
Realme,Realme 8,2020,39718,2480
OnePlus,OnePlus 10R,2019,115654,8811
Oppo,Oppo F19,2020,100938,12914
Xiaomi,Mi 11X,2018,78032,2929
OnePlus,OnePlus 9,2023,82086,39784
Apple,iPhone 13,2024,68022,44330
Motorola,Moto G71,2024,115706,75837
Samsung,Galaxy A52,2021,11790,1739
Xiaomi,Redmi Note 11,2022,80166,24684
Vivo,Vivo V20,2022,60790,18360
Samsung,Galaxy S22,2018,26890,-431
Nokia,Nokia 5.4,2019,47018,2749
Vivo,Vivo X60,2020,50639,5620
OnePlus,OnePlus 9,2022,85050,27257
Samsung,Galaxy A52,2024,21164,14683
Vivo,Vivo X60,2021,54868,12494
OnePlus,OnePlus 10R,2018,96291,6879
Vivo,Vivo V20,2022,45550,14073
Oppo,Oppo F19,2020,124958,18216
Motorola,Moto Edge 20,2023,27683,12339
Motorola,Moto E40,2018,46709,3461
Apple,iPhone 14,2022,50612,14924
Apple,iPhone 14,2018,61318,6213
Oppo,Oppo A53,2023,110729,48497
Samsung,Galaxy S21,2022,46049,14226
Nokia,Nokia 7.2,2021,115696,22706
Motorola,Moto E40,2018,88963,3835
Vivo,Vivo Y20,2018,28633,3388
Nokia,Nokia G20,2021,28997,7950
Realme,Realme Narzo 50,2024,122187,81313
Motorola,Moto G71,2018,78845,3987
OnePlus,OnePlus 10R,2018,84093,5076
Xiaomi,Redmi Note 10,2020,36182,4531
Vivo,Vivo X60,2018,26589,3268
Oppo,Oppo A53,2018,70703,3771
Xiaomi,Redmi Note 11,2020,75860,8513
Motorola,Moto G60,2021,25781,6933
Xiaomi,Mi 10,2019,22224,3458
Xiaomi,Redmi Note 11,2021,67760,14978
Oppo,Oppo Reno 6,2024,83973,57377
Samsung,Galaxy A52,2024,32492,19696
OnePlus,OnePlus 10R,2021,55791,10205
Realme,Realme GT,2018,7292,1599
OnePlus,OnePlus 9,2021,25546,3878
Oppo,Oppo F21,2018,84535,2828
Apple,iPhone 14,2024,32929,20940
Nokia,Nokia 5.4,2022,80995,24768
Xiaomi,Mi 10,2022,35193,13441
Oppo,Oppo F21,2018,66827,3550
Xiaomi,Redmi Note 11,2019,65296,5962
Xiaomi,Redmi Note 10,2020,125259,17450
Samsung,Galaxy A52,2024,71640,46669
Apple,iPhone 14,2018,84333,5298
Realme,Realme GT,2018,40706,639
Apple,iPhone 13,2019,83275,5014
Motorola,Moto Edge 20,2019,102677,11878
Samsung,Galaxy S22,2019,33983,3831
Xiaomi,Mi 10,2019,64240,5678
Samsung,Galaxy S22,2019,58112,5023
OnePlus,OnePlus Nord,2021,7503,3766
Vivo,Vivo X60,2018,95295,5520
OnePlus,OnePlus Nord,2019,128294,11950
Motorola,Moto G60,2019,66512,5985
Realme,Realme GT,2021,65999,11549
Vivo,Vivo V20,2018,129698,8934
Vivo,Vivo X60,2023,24635,13294
Nokia,Nokia G20,2018,120668,8142
Oppo,Oppo F21,2024,105104,71864
Motorola,Moto Edge 20,2020,24596,6024
Samsung,Galaxy S21,2024,114388,75056
Xiaomi,Redmi Note 10,2024,122499,84047
Oppo,Oppo A53,2021,42801,9547
Motorola,Moto Edge 20,2024,119339,80209
Samsung,Galaxy S20,2020,108390,15913
Xiaomi,Redmi Note 11,2018,86735,6540
Apple,iPhone 13,2020,28470,5709
Realme,Realme 9,2020,35443,4923
OnePlus,OnePlus 8,2021,15177,382
Nokia,Nokia 7.2,2023,31451,16254
OnePlus,OnePlus 9,2022,47669,12375
Realme,Realme 8,2024,52567,37567
Nokia,Nokia 5.4,2019,55977,6483
OnePlus,OnePlus 9,2023,48681,19627
Motorola,Moto E40,2020,18556,1289
Samsung,Galaxy S20,2020,20915,5807
Nokia,Nokia 7.2,2018,10636,1020
OnePlus,OnePlus Nord,2019,76881,4352
Samsung,Galaxy A52,2024,121651,78613
Oppo,Oppo A53,2024,68705,45771
Motorola,Moto E40,2019,44672,4052
Samsung,Galaxy S21,2019,79258,6901
Realme,Realme GT,2024,16194,13397
Apple,iPhone 11,2018,104424,8130
Motorola,Moto G71,2021,109459,22916
Vivo,Vivo V20,2022,121789,35455
OnePlus,OnePlus Nord,2021,22030,4074
Vivo,Vivo V21,2020,90295,9755
Vivo,Vivo V20,2022,79579,27018
Realme,Realme Narzo 50,2024,63791,40577
Samsung,Galaxy S21,2019,116421,12610
Nokia,Nokia 5.4,2019,10753,-1751
Oppo,Oppo A53,2021,34425,6845
Vivo,Vivo Y20,2020,79358,13160
Realme,Realme Narzo 50,2021,31633,8236
Motorola,Moto E40,2021,87314,17159
Xiaomi,Redmi Note 11,2024,76869,49569
Xiaomi,Redmi Note 10,2024,100502,65387
Motorola,Moto E40,2022,68020,20926
Samsung,Galaxy A52,2024,94829,65390
Xiaomi,Mi 11X,2024,67447,44582
Samsung,Galaxy S22,2024,108268,73348
Motorola,Moto G71,2020,22533,315
Apple,iPhone 11,2021,50048,10381
Motorola,Moto E40,2020,24415,5282
Apple,iPhone 12,2024,107974,70507
OnePlus,OnePlus 9,2021,116075,22398
Oppo,Oppo F21,2023,13716,9112
Nokia,Nokia 6.2,2021,115590,21445
Nokia,Nokia 6.2,2022,81145,26610
Apple,iPhone 14,2022,21462,4732
OnePlus,OnePlus 9,2019,64151,3083
Vivo,Vivo X60,2024,109583,74581
Samsung,Galaxy S20,2019,48664,6926
Xiaomi,Redmi Note 11,2022,87948,27639
Oppo,Oppo F19,2024,100340,64953
Oppo,Oppo A53,2022,62555,17710
Realme,Realme 8,2024,8100,6419
Apple,iPhone 14,2024,25154,16879
Oppo,Oppo F19,2020,64279,11008
Oppo,Oppo F21,2018,49341,648
Vivo,Vivo Y20,2018,11793,-776
OnePlus,OnePlus 9,2020,23518,4904
OnePlus,OnePlus 9,2024,27571,17827
Vivo,Vivo V21,2022,121544,37750
Samsung,Galaxy S22,2018,43062,3954
Vivo,Vivo X60,2020,59027,5854
Apple,iPhone 13,2021,33780,5616
Realme,Realme 8,2021,96957,21802
Nokia,Nokia 5.4,2024,87551,58975
Realme,Realme GT,2019,93468,7263
Oppo,Oppo F21,2023,48527,19342
Samsung,Galaxy S22,2018,25267,-432
OnePlus,OnePlus 10R,2023,120972,52365
Nokia,Nokia 5.4,2020,39334,6438
Nokia,Nokia 7.2,2024,116150,80893
Nokia,Nokia 6.2,2024,9480,8994
Vivo,Vivo X60,2021,124827,25491
Vivo,Vivo X60,2018,56766,4894
Nokia,Nokia 7.2,2022,9484,5223
Realme,Realme GT,2021,95983,16831
Realme,Realme 9,2024,115643,80238
Xiaomi,Redmi Note 11,2023,93008,43245
Xiaomi,Mi 11X,2018,96040,3194
Realme,Realme 9,2018,110536,8638
Motorola,Moto Edge 20,2020,48536,4109
Xiaomi,Mi 11X,2020,114389,14762
Nokia,Nokia 7.2,2021,89738,20362
Realme,Realme Narzo 50,2024,39349,27046
Apple,iPhone 11,2019,41436,5959
Xiaomi,Mi 11X,2024,50710,32626
Samsung,Galaxy S22,2018,67225,2553
Realme,Realme 8,2023,68279,30426
